,name,url,price,spec,exp,cat
90988,Мишугин Сергей Владимирович,https://prodoctorov.ru/moskva/vrach/55091-mishugin/,0,"Уролог, онколог",29,"Высшая категория, Кандидат наук"
90989,Галлямов Эдуард Абдулхаевич,https://prodoctorov.ru/moskva/vrach/424696-gallyamov/,3850,"Хирург, онколог, уролог",38,"Высшая категория, Профессор"
90993,Евдокимов Михаил Сергеевич,https://prodoctorov.ru/moskva/vrach/432196-evdokimov/,0,"Уролог, андролог",26,"Высшая категория, Кандидат наук"
90998,Берников Евгений Валериевич,https://prodoctorov.ru/moskva/vrach/218874-bernikov/,0,Уролог,21,"Высшая категория, Кандидат наук"
91003,Мацаев Адам Борисович,https://prodoctorov.ru/moskva/vrach/287379-macaev/,0,Уролог,25,"Высшая категория, Кандидат наук"
91007,Саркисян Армен Джаникович,https://prodoctorov.ru/moskva/vrach/213542-sarkisyan/,0,Уролог,21,"Высшая категория, Кандидат наук"
91016,Агамов Загир Хидирович,https://prodoctorov.ru/moskva/vrach/81070-agamov/,0,Уролог,21,"Высшая категория, Кандидат наук"
91022,Чупрынин Владимир Дмитриевич,https://prodoctorov.ru/moskva/vrach/47965-chuprynin/,0,"Гинеколог, гинеколог-хирург, проктолог (колопроктолог), уролог",45,"Высшая категория, Кандидат наук"
91036,Григорьева Карина Михайловна,https://prodoctorov.ru/moskva/vrach/349960-grigoreva/,0,Уролог,25,"1 категория, Кандидат наук"
91037,Даренков Сергей Петрович,https://prodoctorov.ru/moskva/vrach/27695-darenkov/,0,"Уролог, онколог, хирург",43,"Высшая категория, Профессор"
91040,Сэпп Ольга Николаевна,https://prodoctorov.ru/moskva/vrach/471346-sepp/,0,"Уролог, андролог",50,"Высшая категория, Кандидат наук"
91041,Велиев Евгений Ибадович,https://prodoctorov.ru/moskva/vrach/461553-veliev/,0,Уролог,35,"Высшая категория, Доктор наук"
91048,Проскоков Алексей Александрович,https://prodoctorov.ru/moskva/vrach/286816-proskokov/,0,"Онколог, уролог, хирург",24,"Высшая категория, Кандидат наук"
91060,Писарев Сергей Андреевич,https://prodoctorov.ru/moskva/vrach/260916-pisarev/,0,Уролог,26,"Высшая категория, Кандидат наук"
91068,Петрухина Юлия Владимировна,https://prodoctorov.ru/moskva/vrach/369911-petruhina/,0,"Уролог, андролог",21,"Высшая категория, Кандидат наук"
91069,Лахно Дмитрий Александрович,https://prodoctorov.ru/moskva/vrach/140613-lahno/,0,Уролог,24,"Высшая категория, Кандидат наук"
91070,Соловьева Елена Владимировна,https://prodoctorov.ru/moskva/vrach/612654-soloveva/,0,Уролог,22,"Высшая категория, Кандидат наук"
91077,Ласский Игорь Альбертович,https://prodoctorov.ru/moskva/vrach/60475-lasskiy/,0,Уролог,35,"Высшая категория, Кандидат наук"
91081,Мингболатов Аятулла Шахболатович,https://prodoctorov.ru/moskva/vrach/66067-mingbolatov/,0,"Уролог, андролог",16,"Высшая категория, Кандидат наук"
91096,Карпов Валерий Кузьмич,https://prodoctorov.ru/moskva/vrach/61056-karpov/,0,Уролог,46,"Высшая категория, Кандидат наук"
91106,Данилов Сергей Аркадьевич,https://prodoctorov.ru/moskva/vrach/131730-danilov/,0,"Гинеколог, акушер, врач УЗИ, уролог",47,"Высшая категория, Кандидат наук"
91109,Склярова Татьяна Андреевна,https://prodoctorov.ru/moskva/vrach/31336-sklyarova/,0,"Уролог, андролог",34,"Высшая категория, Кандидат наук"
91112,Морозов Андрей Дмитриевич,https://prodoctorov.ru/moskva/vrach/461452-morozov/,0,Уролог,16,"1 категория, Кандидат наук"
91113,Дутов Сергей Валерьевич,https://prodoctorov.ru/moskva/vrach/61050-dutov/,0,Уролог,16,"Высшая категория, Кандидат наук"
91116,Сейфуллаев Рашад Вахидович,https://prodoctorov.ru/moskva/vrach/434165-syayfullaev/,0,Уролог,26,"Высшая категория, Кандидат наук"
91148,Серегин Александр Васильевич,https://prodoctorov.ru/moskva/vrach/383668-seregin/,0,Уролог,45,"Высшая категория, Профессор"
91155,Попов Сергей Витальевич,https://prodoctorov.ru/moskva/vrach/229447-popov/,0,"Андролог, уролог",23,"Высшая категория, Доктор наук"
91160,Гольбрайх Геннадий Ефимович,https://prodoctorov.ru/moskva/vrach/786337-golbrayh/,0,"Дерматолог, андролог, венеролог, уролог",20,"Высшая категория, Кандидат наук"
91193,Шкурин Михаил Александрович,https://prodoctorov.ru/moskva/vrach/362734-shkurin/,0,Уролог,27,"Высшая категория, Кандидат наук"
91200,Маршев Сергей Викторович,https://prodoctorov.ru/moskva/vrach/349956-marshev/,0,Уролог,38,"Высшая категория, Кандидат наук"
91205,Миленин Кузьма Николаевич,https://prodoctorov.ru/moskva/vrach/171263-milenin/,0,"Уролог, андролог, врач УЗИ, онколог",27,"Высшая категория, Кандидат наук"
91208,Серегин Игорь Васильевич,https://prodoctorov.ru/moskva/vrach/461554-seregin/,0,Уролог,37,"Высшая категория, Кандидат наук"
91219,Зингеренко Максим Борисович,https://prodoctorov.ru/moskva/vrach/140612-zingerenko/,0,"Уролог, онколог",25,"Высшая категория, Доктор наук"
91224,Джафарзаде Мехман Фахрединович,https://prodoctorov.ru/moskva/vrach/125889-dzhafar-zade/,0,"Хирург, андролог, врач УЗИ, уролог",18,"Высшая категория, Кандидат наук"
91227,Калиниченко Дмитрий Николаевич,https://prodoctorov.ru/moskva/vrach/725672-kalinichenko/,0,Уролог,15,"1 категория, Кандидат наук"
91231,Теодорович Олег Валентинович,https://prodoctorov.ru/moskva/vrach/32572-teodorovich/,6420,"Уролог, андролог",47,"Высшая категория, Профессор"
91232,Рогачиков Владимир Владимирович,https://prodoctorov.ru/moskva/vrach/366022-rogachikov/,0,Уролог,35,"Высшая категория, Кандидат наук"
91255,Лоран Олег Борисович,https://prodoctorov.ru/moskva/vrach/33492-loran/,0,"Уролог, андролог",57,"Высшая категория, Доктор наук"
91259,Ответчиков Игорь Николаевич,https://prodoctorov.ru/moskva/vrach/23986-otvetchikov/,0,Уролог,34,"Высшая категория, Кандидат наук"
91273,Ергаков Дмитрий Валентинович,https://prodoctorov.ru/moskva/vrach/61047-ergakov/,0,Уролог,23,"Высшая категория, Кандидат наук"
91283,Подшивалов Александр Витальевич,https://prodoctorov.ru/moskva/vrach/214986-podshivalov/,0,"Уролог, андролог, врач УЗИ",34,"Высшая категория, Кандидат наук"
91287,Романов Дмитрий Владимирович,https://prodoctorov.ru/moskva/vrach/745866-romanov/,0,Уролог,26,"Высшая категория, Кандидат наук"
91292,Гончаров Евгений Юрьевич,https://prodoctorov.ru/moskva/vrach/725609-goncharov/,0,Уролог,17,"Высшая категория, Кандидат наук"
91294,Монисов Михаил Анатольевич,https://prodoctorov.ru/moskva/vrach/285965-monisov/,0,"Уролог, андролог, онколог-уролог",29,"Высшая категория, Кандидат наук"
91302,Сулейманов Сулейман Исрафилович,https://prodoctorov.ru/moskva/vrach/565110-sulyaymanov/,0,Уролог,24,"Высшая категория, Доктор наук"
91308,Никитин Юрий Юрьевич,https://prodoctorov.ru/moskva/vrach/29963-nikitin/,0,Уролог,29,"Высшая категория, Кандидат наук"
91311,Пермякова Ольга Владиславовна,https://prodoctorov.ru/moskva/vrach/354469-permyakova/,0,"Уролог, андролог, репродуктолог",25,"Высшая категория, Кандидат наук"
91312,Божедомов Владимир Александрович,https://prodoctorov.ru/moskva/vrach/86605-bozhedomov/,0,"Уролог, андролог",32,"Высшая категория, Доктор наук"
91316,Цариченко Дмитрий Георгиевич,https://prodoctorov.ru/moskva/vrach/364403-carichenko/,0,Уролог,31,"Высшая категория, Доктор наук"
91333,Дадашев Эльмар Октаевич,https://prodoctorov.ru/moskva/vrach/461450-dadashev/,0,Уролог,39,"Высшая категория, Кандидат наук"
91336,Энукидзе Георгий Георгиевич,https://prodoctorov.ru/moskva/vrach/214126-enukidze/,0,"Уролог, андролог, гинеколог, эндокринолог",35,"Высшая категория, Кандидат наук"
91343,Мартов Алексей Георгиевич,https://prodoctorov.ru/moskva/vrach/61046-martov/,0,Уролог,41,"Высшая категория, Доктор наук"
91346,Черняев Виталий Александрович,https://prodoctorov.ru/moskva/vrach/855765-chernyaev/,0,"Уролог, онколог",16,"Высшая категория, Кандидат наук"
91348,Ким Виктор Владимирович,https://prodoctorov.ru/moskva/vrach/118648-kim/,0,"Уролог, хирург",56,"Высшая категория, Кандидат наук"
91351,Волков Игорь Николаевич,https://prodoctorov.ru/moskva/vrach/366847-volkov/,0,Уролог,31,"Высшая категория, Кандидат наук"
91354,Алферов Сергей Михайлович,https://prodoctorov.ru/moskva/vrach/179275-alferov/,0,Уролог,43,"Высшая категория, Доктор наук"
91356,Москаленко Сергей Анатольевич,https://prodoctorov.ru/moskva/vrach/61054-moskalenko/,0,Уролог,37,"Высшая категория, Кандидат наук"
91358,Андронов Андрей Сергеевич,https://prodoctorov.ru/moskva/vrach/201822-andronov/,0,Уролог,19,"Высшая категория, Кандидат наук"
91359,Виноградова Елена Вячеславовна,https://prodoctorov.ru/moskva/vrach/79531-vinogradova/,0,"Уролог, андролог",26,"Высшая категория, Кандидат наук"
91388,Абудуев Назирбек Каримуллаевич,https://prodoctorov.ru/moskva/vrach/215016-abuduev/,0,"Уролог, андролог, венеролог, дерматолог, детский дерматолог",44,"Высшая категория, Доктор наук"
91389,Шатохин Максим Николаевич,https://prodoctorov.ru/moskva/vrach/287723-shatohin/,3850,Уролог,22,"Высшая категория, Профессор"
91393,Каминский Александр Александрович,https://prodoctorov.ru/moskva/vrach/206781-kaminskiy/,0,"Уролог, андролог, венеролог, дерматолог",27,"Высшая категория, Кандидат наук"
91410,Никишов Евгений Владимирович,https://prodoctorov.ru/moskva/vrach/216225-nikishov/,0,Уролог,21,"Высшая категория, Кандидат наук"
91411,Борисенко Геннадий Георгиевич,https://prodoctorov.ru/moskva/vrach/212889-borisenko/,0,"Уролог, андролог",38,"Высшая категория, Кандидат наук"
91415,Кумачев Кирилл Васильевич,https://prodoctorov.ru/moskva/vrach/29119-kumachev/,0,Уролог,21,"Высшая категория, Кандидат наук"
91429,Твердохлебов Николай Евгеньевич,https://prodoctorov.ru/moskva/vrach/295241-tverdohlebov/,0,Уролог,19,"Высшая категория, Кандидат наук"
91433,Васильев Александр Олегович,https://prodoctorov.ru/moskva/vrach/891083-vasilev/,0,Уролог,15,"Высшая категория, Кандидат наук"
91436,Мухин Виталий Борисович,https://prodoctorov.ru/moskva/vrach/64931-muhin/,3000,Уролог,35,"Высшая категория, Кандидат наук"
91445,Малхасян Виген Андреевич,https://prodoctorov.ru/moskva/vrach/362694-malhasyan/,0,Уролог,20,"Высшая категория, Кандидат наук"
91446,Мотин Павел Иосифович,https://prodoctorov.ru/moskva/vrach/29714-motin/,0,Уролог,41,"Высшая категория, Кандидат наук"
91453,Сидоров Олег Владимирович,https://prodoctorov.ru/moskva/vrach/773788-sidorov/,0,Уролог,36,"Высшая категория, Кандидат наук"
91454,Тедеев Виталий Владимирович,https://prodoctorov.ru/moskva/vrach/212626-tedeev/,0,Уролог,30,"Высшая категория, Кандидат наук"
91459,Чотчаев Радмир Махтиевич,https://prodoctorov.ru/moskva/vrach/294507-chotchaev/,0,Уролог,19,"Высшая категория, Доктор наук"
91465,Куксин Владимир Михайлович,https://prodoctorov.ru/moskva/vrach/172688-kuksin/,0,"Уролог, андролог",35,"Высшая категория, Кандидат наук"
91470,Пролетарский Александр Вячеславович,https://prodoctorov.ru/moskva/vrach/886825-proletarskiy/,0,Уролог,25,"Высшая категория, Кандидат наук"
91476,Брестовицкий Семен Михайлович,https://prodoctorov.ru/moskva/vrach/350095-brestovickiy/,2250,Уролог,36,"Высшая категория, Кандидат наук"
91482,Кашинцев Кирилл Юрьевич,https://prodoctorov.ru/moskva/vrach/65436-kashincev/,0,Уролог,27,"Высшая категория, Кандидат наук"
91486,Кабардоков Анзор Хасанбиевич,https://prodoctorov.ru/moskva/vrach/396413-kabardokov/,0,Уролог,32,"Высшая категория, Кандидат наук"
91511,Лисицин Валерий Николаевич,https://prodoctorov.ru/moskva/vrach/280917-lisicin/,0,Уролог,35,"Высшая категория, Кандидат наук"
91515,Шолохов Владимир Николаевич,https://prodoctorov.ru/moskva/vrach/216766-sholohov/,0,"Врач УЗИ, онколог, онколог-уролог, уролог",42,"Высшая категория, Профессор"
91529,Суриков Вадим Николаевич,https://prodoctorov.ru/moskva/vrach/286207-surikov/,0,Уролог,29,"Высшая категория, Кандидат наук"
91533,Капто Александр Александрович,https://prodoctorov.ru/moskva/vrach/206060-kapto/,0,"Уролог, андролог",35,"Высшая категория, Профессор"
91534,Королёв Сергей Вячеславович,https://prodoctorov.ru/moskva/vrach/354309-korolyov/,0,Уролог,25,"Высшая категория, Кандидат наук"
91535,Корсунская Ирина Львовна,https://prodoctorov.ru/moskva/vrach/126094-korsunskaya/,0,Уролог,34,"Высшая категория, Кандидат наук"
91537,Гамеева Елена Владимировна,https://prodoctorov.ru/moskva/vrach/166128-gameeva/,0,Уролог,26,"1 категория, Кандидат наук"
91544,Бабаев Эдуард Рафаилович,https://prodoctorov.ru/moskva/vrach/374882-babaev/,0,Уролог,26,"Высшая категория, Кандидат наук"
91564,Прохоров Сергей Аркадьевич,https://prodoctorov.ru/moskva/vrach/33457-prohorov/,0,"Уролог, хирург",31,"Высшая категория, Кандидат наук"
91572,Лукьянов Игорь Вячеславович,https://prodoctorov.ru/moskva/vrach/60845-lukyanov/,0,Уролог,39,"Высшая категория, Кандидат наук"
91575,Неменова Анна Александровна,https://prodoctorov.ru/moskva/vrach/457816-nemenova/,0,Уролог,37,"Высшая категория, Кандидат наук"
91576,Кияткин Владимир Александрович,https://prodoctorov.ru/moskva/vrach/33455-kiyatkin/,0,Уролог,47,"Высшая категория, Кандидат наук"
91578,Атаев Азат Алланурович,https://prodoctorov.ru/moskva/vrach/365529-ataev/,0,"Уролог, онколог",34,"Высшая категория, Кандидат наук"
91586,Пинчук Илья Станиславович,https://prodoctorov.ru/moskva/vrach/286812-pinchuk/,0,"Уролог, онколог",17,"Высшая категория, Кандидат наук"
91606,Акрамова Гавхар Сайдуллаевна,https://prodoctorov.ru/moskva/vrach/564236-akramova/,0,"Гинеколог, акушер, врач УЗИ, маммолог, онколог, уролог",37,"Высшая категория, Кандидат наук"
91611,Шульц Виктор Евгеньевич,https://prodoctorov.ru/moskva/vrach/24019-shulc/,0,Уролог,48,"Высшая категория, Кандидат наук"
91612,Меликсетян Артем Даниелович,https://prodoctorov.ru/moskva/vrach/61641-meliksetyan/,1500,"Уролог, хирург",18,"Высшая категория, Кандидат наук"
91628,Щеплев Пётр Андреевич,https://prodoctorov.ru/moskva/vrach/125455-sheplev/,0,"Андролог, уролог",45,"Высшая категория, Профессор"
91635,Рахматуллин Рустем Рафаилович,https://prodoctorov.ru/moskva/vrach/294505-rahmatullin/,0,"Уролог, андролог",29,"Высшая категория, Кандидат наук"
91640,Редько Роман Валерьевич,https://prodoctorov.ru/moskva/vrach/63297-redko/,0,"Дерматолог, андролог, венеролог, уролог",26,"Высшая категория, Кандидат наук"
91650,Кириленко Василий Витальевич,https://prodoctorov.ru/moskva/vrach/155441-kirilenko/,0,"Уролог, андролог",23,"Высшая категория, Кандидат наук"
91654,Сафронов Александр Александрович,https://prodoctorov.ru/moskva/vrach/356569-safronov/,0,"Уролог, андролог, врач УЗИ, нефролог",38,"Высшая категория, Кандидат наук"
91657,Корнилов Вячеслав Геннадьевич,https://prodoctorov.ru/moskva/vrach/203795-kornilov/,0,"Уролог, андролог",48,"1 категория, Кандидат наук"
91661,Белицкий Николай Алексеевич,https://prodoctorov.ru/moskva/vrach/206654-belickiy/,0,"Уролог, андролог",26,"Высшая категория, Кандидат наук"
91669,Румянцев Андрей Александрович,https://prodoctorov.ru/moskva/vrach/745874-rumyancev/,0,Уролог,23,"Высшая категория, Кандидат наук"
91670,Рудаков Борис Эдуардович,https://prodoctorov.ru/moskva/vrach/281082-rudakov/,0,Уролог,32,"Высшая категория, Кандидат наук"
91677,Никитин Алексей Александрович,https://prodoctorov.ru/moskva/vrach/209471-nikitin/,0,"Уролог, андролог, врач УЗИ",27,"Высшая категория, Кандидат наук"
91690,Тер-Аванесов Габриэль Вартанович,https://prodoctorov.ru/moskva/vrach/61754-ter-avanesov/,0,"Уролог, андролог",55,"Высшая категория, Доктор наук"
91692,Морозов Дмитрий Владимирович,https://prodoctorov.ru/moskva/vrach/60369-morozov/,0,"Уролог, андролог, врач УЗИ",29,"Высшая категория, Кандидат наук"
91711,Рохликов Игорь Михайлович,https://prodoctorov.ru/moskva/vrach/381822-rohlikov/,0,Уролог,35,"Высшая категория, Кандидат наук"
91723,Морено Владислав Валерьевич,https://prodoctorov.ru/moskva/vrach/383300-moreno/,0,Уролог,27,"Высшая категория, Кандидат наук"
91725,Ли Игорь Константинович,https://prodoctorov.ru/moskva/vrach/65207-li/,0,"Уролог, врач УЗИ, онколог",25,"Высшая категория, Кандидат наук"
91726,Лепетухин Александр Евгеньевич,https://prodoctorov.ru/moskva/vrach/172955-lepetuhin/,0,"Уролог, андролог, эндокринолог",23,"Высшая категория, Кандидат наук"
91733,Абоев Заур Александрович,https://prodoctorov.ru/moskva/vrach/213780-aboev/,0,"Уролог, андролог, врач УЗИ, гинеколог",27,"1 категория, Кандидат наук"
91747,Андреев Юрий Георгиевич,https://prodoctorov.ru/moskva/vrach/1026259-andreev/,0,"Хирург, проктолог (колопроктолог), уролог",35,"Высшая категория, Кандидат наук"
91756,Ахтаев Гасан Гасанович,https://prodoctorov.ru/moskva/vrach/153534-ahtaev/,0,"Уролог, андролог",29,"Высшая категория, Кандидат наук"
91785,Варенцов Григорий Игоревич,https://prodoctorov.ru/moskva/vrach/215810-varencov/,0,"Онколог-уролог, уролог",44,"Высшая категория, Кандидат наук"
91793,Воротилов Юрий Владимирович,https://prodoctorov.ru/moskva/vrach/27351-vorotilov/,0,"Уролог, врач УЗИ, онколог",23,"Высшая категория, Кандидат наук"
91825,Девятов Александр Сергеевич,https://prodoctorov.ru/moskva/vrach/670544-devyatov/,0,Уролог,0,"Высшая категория, Профессор"
91840,Дударева Анна Анатольевна,https://prodoctorov.ru/moskva/vrach/61952-dudareva/,0,"Уролог, андролог",25,"1 категория, Кандидат наук"
91849,Забиров Константин Ильгизарович,https://prodoctorov.ru/moskva/vrach/214053-zabirov/,0,Уролог,45,"Высшая категория, Профессор"
91853,Зеленин Дмитрий Александрович,https://prodoctorov.ru/moskva/vrach/363201-zelenin/,0,"Уролог, онколог",19,"Высшая категория, Кандидат наук"
91860,Ильин Сергей Иванович,https://prodoctorov.ru/moskva/vrach/61751-ilin/,0,Уролог,43,"Высшая категория, Кандидат наук"
91867,Калайчев Олег Викторович,https://prodoctorov.ru/moskva/vrach/79043-kalaychev/,0,Уролог,22,"Высшая категория, Кандидат наук"
91886,Коридзе Аслан Дмитриевич,https://prodoctorov.ru/moskva/vrach/697504-koridze/,0,Уролог,34,"Высшая категория, Кандидат наук"
91889,Корнеева Лариса Николаевна,https://prodoctorov.ru/moskva/vrach/212549-korneeva/,0,Уролог,0,"Высшая категория, Кандидат наук"
91894,Косова Инга Владимировна,https://prodoctorov.ru/moskva/vrach/363574-kosova/,0,Уролог,22,"Высшая категория, Кандидат наук"
91896,Кравцов Владимир Павлович,https://prodoctorov.ru/moskva/vrach/710700-kravcov/,0,Уролог,50,"Высшая категория, Кандидат наук"
91914,Лихтер Михаил Семенович,https://prodoctorov.ru/moskva/vrach/82852-lihter/,0,Уролог,50,"Высшая категория, Кандидат наук"
91941,Ментешов Игорь Владимирович,https://prodoctorov.ru/moskva/vrach/136243-menteshov/,0,Уролог,27,"Высшая категория, Кандидат наук"
91946,Мисякова Оксана Анатольевна,https://prodoctorov.ru/moskva/vrach/183108-misyakova/,0,Уролог,17,"Высшая категория, Кандидат наук"
91958,Морозов Андрей Петрович,https://prodoctorov.ru/moskva/vrach/45704-morozov/,0,Уролог,49,"Высшая категория, Доктор наук"
91961,Мулабаев Абдусатор Каюмович,https://prodoctorov.ru/moskva/vrach/889002-mulabaev/,0,Уролог,0,"Высшая категория, Кандидат наук"
91962,Мулабаев Сатор Каюмович,https://prodoctorov.ru/moskva/vrach/461453-mulabaev/,0,Уролог,35,"Высшая категория, Кандидат наук"
91963,Мусаков Владислав Юрьевич,https://prodoctorov.ru/moskva/vrach/374412-musakov/,0,"Уролог, онколог-уролог",23,"Высшая категория, Кандидат наук"
91966,Нагорнюк Василий Николаевич,https://prodoctorov.ru/moskva/vrach/235176-nagornyuk/,0,Уролог,18,"Высшая категория, Кандидат наук"
91968,Недилько Наталия Борисовна,https://prodoctorov.ru/moskva/vrach/214804-nedilko/,0,Уролог,25,"1 категория, Кандидат наук"
91984,Оруджев Аймар Айдынович,https://prodoctorov.ru/moskva/vrach/691502-orudzhev/,0,Уролог,8,"2 категория, Кандидат наук"
92004,Разина Светлана Ефимовна,https://prodoctorov.ru/moskva/vrach/562855-razina/,0,Уролог,49,"Высшая категория, Кандидат наук"
92012,Редькович Владимир Иванович,https://prodoctorov.ru/moskva/vrach/460302-redkovich/,0,Уролог,44,"Высшая категория, Кандидат наук"
92039,Серегин Александр Александрович,https://prodoctorov.ru/moskva/vrach/665146-seregin/,0,Уролог,23,"1 категория, Кандидат наук"
92055,Стоянов Виктор Борисович,https://prodoctorov.ru/moskva/vrach/700101-stoyanov/,0,"Уролог, андролог",47,"Высшая категория, Кандидат наук"
92065,Томилов Андрей Александрович,https://prodoctorov.ru/moskva/vrach/461556-tomilov/,0,Уролог,14,"1 категория, Кандидат наук"
92072,Фахрединов Геннадий Анатольевич,https://prodoctorov.ru/moskva/vrach/856395-fahredinov/,0,Уролог,24,"Высшая категория, Кандидат наук"
92082,Хворов Владимир Вячеславович,https://prodoctorov.ru/moskva/vrach/899342-hvorov/,3500,Уролог,25,"Высшая категория, Кандидат наук"
92088,Чикин Федор Семенович,https://prodoctorov.ru/moskva/vrach/66361-chikin/,0,Уролог,40,"Высшая категория, Кандидат наук"
92101,Шубин Сергей Викторович,https://prodoctorov.ru/moskva/vrach/212395-shubin/,0,Уролог,22,"1 категория, Кандидат наук"
92105,Щукин Василий Викторович,https://prodoctorov.ru/moskva/vrach/460306-shukin/,0,Уролог,30,"Высшая категория, Кандидат наук"
92309,Гуржий Ольга Николаевна,https://prodoctorov.ru/moskva/vrach/889230-gurzhiy/,1330,"Травматолог, врач ЛФК, врач общей практики, врач физической и реабилитационной медицины (ФРМ), гастроэнтеролог, гепатолог, кинезиолог, невролог, нейрофизиолог, ортопед, реабилитолог, терапевт, физиотерапевт",26,"1 категория, Кандидат наук"
92354,Сизых Наталья Николаевна,https://prodoctorov.ru/moskva/vrach/153754-sizyh/,1870,"Физиотерапевт, педиатр",51,"Высшая категория, Кандидат наук"
92360,Гумеров Ильяс Равилевич,https://prodoctorov.ru/moskva/vrach/209509-gumerov/,1150,"Мануальный терапевт, артролог, ортопед, травматолог, физиотерапевт",18,"Высшая категория, Кандидат наук"
92366,Дмитриенко Елена Геннадьевна,https://prodoctorov.ru/moskva/vrach/83835-dmitrienko/,2000,Физиотерапевт,25,"Высшая категория, Кандидат наук"
92391,Асхадулин Евгений Валерьевич,https://prodoctorov.ru/moskva/vrach/520527-ashadulin/,2500,"Хирург, врач УЗИ, физиотерапевт",26,"1 категория, Кандидат наук"
92401,Черепахина Надежда Львовна,https://prodoctorov.ru/moskva/vrach/460125-cherepahina/,8200,Физиотерапевт,32,"Высшая категория, Кандидат наук"
92404,Маланова Татьяна Борисовна,https://prodoctorov.ru/moskva/vrach/86657-malanova/,3300,"Гинеколог, акушер, физиотерапевт",46,"Высшая категория, Кандидат наук"
92407,Мазикина Людмила Михайловна,https://prodoctorov.ru/moskva/vrach/215400-mazikina/,3500,"Гинеколог, акушер, врач УЗИ, маммолог, физиотерапевт",33,"Высшая категория, Кандидат наук"
92409,Витрук Елена Львовна,https://prodoctorov.ru/moskva/vrach/568055-vitruk/,900,"Физиотерапевт, гирудотерапевт",23,"Высшая категория, Кандидат наук"
92421,Фишер Ольга Алексеевна,https://prodoctorov.ru/moskva/vrach/65926-fisher/,1500,"Маммолог, врач УЗИ, онколог, физиотерапевт",32,"Высшая категория, Кандидат наук"
92423,Дашина Татьяна Александровна,https://prodoctorov.ru/moskva/vrach/383846-dashina/,3500,Физиотерапевт,39,"Высшая категория, Кандидат наук"
92434,Евсеева Марина Михайловна,https://prodoctorov.ru/moskva/vrach/463601-evseeva/,3500,"Гинеколог, физиотерапевт",39,"Высшая категория, Доктор наук"
92469,Колесник Марина Аркадьевна,https://prodoctorov.ru/moskva/vrach/565265-kolesnik/,4500,Физиотерапевт,42,"Высшая категория, Доктор наук"
92486,Осокина Жанна Витальевна,https://prodoctorov.ru/moskva/vrach/419870-osokina/,2900,Физиотерапевт,19,"Высшая категория, Кандидат наук"
92501,Султанова Елена Анатольевна,https://prodoctorov.ru/moskva/vrach/64058-sultanova/,0,"Уролог, врач УЗИ, физиотерапевт",27,"Высшая категория, Кандидат наук"
92502,Агафонова Елена Владимировна,https://prodoctorov.ru/moskva/vrach/287308-agafonova/,0,"Дерматолог, венеролог, трихолог, физиотерапевт",13,"1 категория, Кандидат наук"
92544,Макашова Вера Васильевна,https://prodoctorov.ru/moskva/vrach/364624-makashova/,0,"Инфекционист, гепатолог, физиотерапевт",49,"Высшая категория, Профессор"
92552,Флегонтова Елена Александровна,https://prodoctorov.ru/moskva/vrach/610511-flegontova/,0,"Трихолог, врач-косметолог, дерматолог, физиотерапевт",31,"Высшая категория, Кандидат наук"
92560,Геворкян Гоар Ашотовна,https://prodoctorov.ru/moskva/vrach/625770-gevorkyan/,0,"Акушер, гинеколог, физиотерапевт",19,"Высшая категория, Кандидат наук"
92563,Ипатова Марина Владимировна,https://prodoctorov.ru/moskva/vrach/180402-ipatova/,0,"Гинеколог, акушер, физиотерапевт",40,"Высшая категория, Доктор наук"
92567,Козловский Владимир Анатольевич,https://prodoctorov.ru/moskva/vrach/220856-kozlovskiy/,0,"Невролог, психотерапевт, физиотерапевт",39,"Высшая категория, Кандидат наук"
92572,Малькова Анна Павловна,https://prodoctorov.ru/moskva/vrach/218884-malkova/,0,"Ревматолог, физиотерапевт",26,"Высшая категория, Кандидат наук"
92600,Лукьянчикова Наталья Сергеевна,https://prodoctorov.ru/moskva/vrach/216468-lukyanchikova/,0,"Эндокринолог, диетолог, физиотерапевт",23,"Высшая категория, Кандидат наук"
92602,Бебякина Лилия Витальевна,https://prodoctorov.ru/moskva/vrach/859030-bebyakina/,0,"Дерматолог, физиотерапевт",17,"1 категория, Кандидат наук"
92603,Шушлебин Владимир Дмитриевич,https://prodoctorov.ru/moskva/vrach/219347-shushlebin/,0,"Невролог, вертебролог, мануальный терапевт, остеопат, физиотерапевт",43,"Высшая категория, Кандидат наук"
92605,Никода Нина Вадимовна,https://prodoctorov.ru/moskva/vrach/367717-nikoda/,0,Физиотерапевт,36,"Высшая категория, Кандидат наук"
92675,Лукьянова Татьяна Владимировна,https://prodoctorov.ru/moskva/vrach/66531-lukyanova/,0,Физиотерапевт,28,"Высшая категория, Кандидат наук"
92691,Ксенофонтова Ирина Васильевна,https://prodoctorov.ru/moskva/vrach/367716-ksenofontova/,0,Физиотерапевт,44,"Высшая категория, Кандидат наук"
92695,Галсанова Елизавета Санжиевна,https://prodoctorov.ru/moskva/vrach/369082-galsanova/,0,"Рефлексотерапевт, физиотерапевт",28,"1 категория, Кандидат наук"
92699,Адильханова Анджела Заирхановна,https://prodoctorov.ru/moskva/vrach/447380-adilhanova/,0,"Врач ЛФК, физиотерапевт",29,"Высшая категория, Кандидат наук"
92704,Жилова Марьяна Борисовна,https://prodoctorov.ru/moskva/vrach/209782-zhilova/,0,"Физиотерапевт, венеролог, дерматолог",0,"Высшая категория, Доктор наук"
